id;eng_title;rus_title;rating
559948;The Chronicles of Narnia: Prince Caspian;Хроники Нарнии: Принц Каспиан (2008);
559948;Jumper;Телепорт (2008);
559948;National Treasure: Book of Secrets;Сокровище нации: Книга Тайн (2007);
559948;Prince of Persia: The Sands of Time;Принц Персии: Пески времени (2010);
559948;Push;Пятое измерение (2009);
559948;National Treasure;Сокровище нации (2004);
559948;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;Хроники Нарнии: Лев, колдунья и волшебный шкаф (2005);
559948;Locked In;Прощание (2010);10
559948;Fast Five;Форсаж 5 (2011);10
559948;The Ugly Truth;Голая правда (2009);10
559948;The Covenant;Сделка с дьяволом (2006);10
559948;Romeo + Juliet;Ромео + Джульетта (1996);10
559948;King Arthur;Король Артур (2004);10
559948;The Twilight Saga: New Moon;Сумерки. Сага. Новолуние (2009);10
559948;Ring of the Nibelungs;Кольцо Нибелунгов (2004);10
559948;Underworld;Другой мир (2003);10
559948;Rise;Вампирша (2006);10
559948;The Exorcism of Emily Rose;Шесть демонов Эмили Роуз (2005);10
559948;From Dusk Till Dawn;От заката до рассвета (1995);10
559948;Final Destination;Пункт назначения (2000);10
559948;Dracula;Дракула (1992);10
559948;Interview with the Vampire: The Vampire Chronicles;Интервью с вампиром (1994);10
559948;Sleepy Hollow;Сонная Лощина (1999);10
559948;The Exorcist;Изгоняющий дьявола (1973);10
559948;The Butterfly Effect;Эффект бабочки (2003);10
559948;Pirates of the Caribbean: The Curse of the Black Pearl;Пираты Карибского моря: Проклятие Черной жемчужины (2003);10
559948;The Prestige;Престиж (2006);10
559948;Twilight;Сумерки (2008);10
559948;My Bloody Valentine;Мой кровавый Валентин 3D (2009);10
559955;Star Wars: Episode VIII - The Last Jedi;Звёздные войны: Последние джедаи (2017);10
559955; ;Скиф (2018);1
559955; ;Движение вверх (2017);1
559955;Blade Runner 2049;Бегущий по лезвию 2049 (2017);10
559955;London Has Fallen;Падение Лондона (2015);5
559955;Shisha no teikoku;Империя мёртвых (2015);7
559955;The 5th Wave;5-я волна (2016);3
559955;Space Battleship Yamato;2199: Космическая одиссея (2010);10
559955;The Hunger Games: Mockingjay - Part 2;Голодные игры: Сойка-пересмешница. Часть II (2015);10
559955;Giovanni no Shima;Остров Джованни (2014);10
559955;Ice Soldiers;Ледяные солдаты (2013);7
559955;Now You See Me;Иллюзия обмана (2013);9
559955;5 Days of War;5 дней в августе (2011);1
559955;This Is the End;Конец света 2013: Апокалипсис по-голливудски (2013);8
559955;Pacific Rim;Тихоокеанский рубеж (2013);10
559955; ;Сталинград (2013);9
559955;Warm Bodies;Тепло наших тел (2013);8
559955;The Purge;Судная ночь (2013);1
559955;Evangerion shin gekijoban: Jo;Евангелион 1.11: Ты (не) один (2007);3
559955; ;Zомби каникулы (2013);10
559955;Cloud Atlas;Облачный атлас (2012);10
559955;Men in Black 3;Люди в черном 3 (2012);3
559955;The Avengers;Мстители (2012);10
559955;Kingdom of Gladiators;Боги арены (2011);1
559955;Shinseiki Evangelion Gekijoban: Shi to Shinsei;Евангелион: Смерть и перерождение (1997);10
559955;Evangerion shin gekijoban: Ha;Евангелион 2.22: Ты (не) пройдешь (2009);10
559955; ;На игре (2009);9
559955;Shinseiki Evangelion Gekijoban: Air/Magokoro wo, kimi ni;Конец Евангелиона (1997);10
559955;Ghost Dog: The Way of the Samurai;Пес-призрак: Путь самурая (1999);9
559955;Ice Age: The Meltdown;Ледниковый период 2: Глобальное потепление (2006);1
559957;Moulin Rouge!;Мулен Руж (2001);2
559957;The Holiday;Отпуск по обмену (2006);10
559960;Knock Knock;Кто там (2014);10
559960; ;Мафия: Игра на выживание (2016);8
559960;American Heist;Ограбление по-американски (2014);9
559960;World's Greatest Dad;Самый лучший папа (2009);10
559960;St. Trinian's;Одноклассницы (2007);10
559960;Austin Powers in Goldmember;Остин Пауэрс: Голдмембер (2002);10
559960;Austin Powers: The Spy Who Shagged Me;Остин Пауэрс: Шпион, который меня соблазнил (1999);10
559960;Austin Powers: International Man of Mystery;Остин Пауэрс: Человек-загадка международного масштаба (1997);10
559962;Raya and the Last Dragon;Райя и последний дракон (2021);8
559962; ;Батя (2020);8
559962; ;Текст (2019);3
559962;Mulan;Мулан (2020);5
559962; ;Союз Спасения (2019);5
559962;Ford v Ferrari;Ford против Ferrari (2019);10
559962;Terminator: Dark Fate;Терминатор: Тёмные судьбы (2019);6
559962;Aladdin;Аладдин (2019);7
559962;The Lion King;Король Лев (2019);7
559962;Avengers: Endgame;Мстители: Финал (2019);7
559962;The Queen's Corgi;Королевский корги (2019);
559962;How to Train Your Dragon: The Hidden World;Как приручить дракона 3 (2019);10
559962;Alita: Battle Angel;Алита: Боевой ангел (2019);9
559962;Mortal Engines;Хроники хищных городов (2018);
559962;Fantastic Beasts: The Crimes of Grindelwald;Фантастические твари: Преступления Грин-де-Вальда (2018);
559962;Venom;Веном (2018);9
559962;The Predator;Хищник (2018);6
559962;Mission: Impossible - Fallout;Миссия невыполнима: Последствия (2018);6
559962; ;О чём говорят мужчины. Продолжение (2018);8
559962;The Greatest Showman;Величайший шоумен (2017);6
559962; ;Движение вверх (2017);10
559962;Star Wars: Episode VIII - The Last Jedi;Звёздные войны: Последние джедаи (2017);8
559962; ;Последний богатырь (2017);8
559962;Guardians of the Galaxy Vol. 2;Стражи Галактики. Часть 2 (2017);10
559962;Assassin's Creed;Кредо убийцы (2016);10
559962;The Jungle Book;Книга джунглей (2016);5
559962;Burnt;Шеф Адам Джонс (2015);8
559962;Bridge of Spies;Шпионский мост (2015);9
559962;The Hunger Games: Mockingjay - Part 2;Голодные игры: Сойка-пересмешница. Часть II (2015);5
559962;Inside Out;Головоломка (2015);10
559962;Stigmata;Стигматы (1999);10
559962;The Twilight Saga: New Moon;Сумерки. Сага. Новолуние (2009);9
559962;Bridget Jones's Diary;Дневник Бриджит Джонс (2001);10
559962;Bridget Jones: The Edge of Reason;Бриджит Джонс: Грани разумного (2004);10
559962;Transformers: Revenge of the Fallen;Трансформеры: Месть падших (2009);10
559962;Gone with the Wind;Унесенные ветром (1939);10
559962;The Da Vinci Code;Код Да Винчи (2006);10
559962;Transformers;Трансформеры (2007);10
559962;Twilight;Сумерки (2008);10
559976;The Expendables 2;Неудержимые 2 (2012);10
559977;A Classic Horror Story;Классическая история ужасов (2021);1
559977;Annette;Аннетт (2021);1
559977;The Suicide Squad;Отряд самоубийц: Миссия навылет (2021);1
559977;Old;Время (2021);1
559977;13 (Tzameti);Тринадцать (2005);7
559977;Ci sha xiao shuo jia;Ассасин: Битва миров (2021);1
559977;Fear Street Part Two: 1978;Улица страха. Часть 2: 1978 (2021);1
559977;Fear Street Part One: 1994;Улица страха. Часть 1: 1994 (2021);1
559977;The Echo;Эхо (2008);1
559977;The Killing Game;Убийственная игра (2011);1
559977;Diary of the Dead;Дневники мертвецов (2007);1
559977;I'll Take Your Dead;Я заберу твоего мертвеца (2018);1
559977;Queen of Spades;Проклятие пиковой дамы (2019);1
559977;The Unfamiliar;Вуду (2020);1
559977;Black Widow;Чёрная Вдова (2021);1
559977;Amazon;Амазония (1990);6
559977;Shirley;Ширли (2020);5
559977; ;Motherly (2020);1
559977;Fear of Rain;Девушка, которая боялась дождя (2020);1
559977;Je8ilui bam;Восьмая ночь (2019);1
559977;The Tomorrow War;Война будущего (2021);6
559977;Meander;Бегущая в лабиринте (2019);1
559977; ;Серебряные коньки (2020);7
559977;Angustia;Мучительная боль (1987);1
559977;Slalom;Слалом (2020);7
559977;The Dry;Город тайн (2020);1
559977;Skull: The Mask;Череп: Маска (2020);7
559977;Funhouse;Эксперимент «За стеклом» (2019);6
559977;The Djinn;Заклинание Джинна (2020);5
559977; ;Teenage Lesbian (2019);7
559977;A Nuvem Rosa;Розовое облако (2021);6
559977;Momo;Найти сына (2017);6
559977;Leave No Trace;Не оставляй следов (2018);1
559977;In the Earth;В земле (2021);1
559977;Nuevo orden;Новый порядок (2020);1
559977;Faunutland and the Lost Magic;В стране фей (2020);6
559977;Spiral: From the Book of Saw;Пила: Спираль (2020);2
559977;Resistance;Сопротивление (2019);1
559977;Monster Hunter;Охотник на монстров (2020);8
559977;The Banishing;Проклятие: Призраки дома Борли (2020);1
559977;Inunaki Mura;Деревня Инунаки (2019);1
559977;Jukai Mura;Лес самоубийц (2021);1
559977;Neomanila;Неоманила (2017);6
559977; ;Мастер и Маргарита (1994);10
559977; ;Чернобыль (2020);1
559977;Kanojo;В огонь и в воду (2021);7
559977; ;Mar de fondo (2020);7
559977; ;Kim hat einen Penis (2018);6
